_id,LOC_ID,LOC_NAME,AUSPICE,ADDRESS,PCODE,ward,PHONE,bldg_type,BLDGNAME,IGSPACE,TGSPACE,PGSPACE,KGSPACE,SGSPACE,TOTSPACE,subsidy,run_date,cwelcc_flag,geometry
34,1125,First Stage - Burnhamthorpe,Non Profit Agency,500 THE EAST MALL,M9B 2C4,2,(416) 394-7534,Public High School,Burnhamthorpe Collegiate Institute,10,15,16,0,0,41,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.561694872, 43.649167928]}"
35,1127,Fairbank Memorial Day Care Centre,Non Profit Agency,555 HARVIE AVE,M6E 4M2,9,(416) 656-8675,Public Elementary School,Fairbank Memorial,0,10,16,26,30,82,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.455405701, 43.691703239]}"
36,1129,First Stage - West Humber,Non Profit Agency,1675 MARTIN GROVE RD,M9V 3S3,1,(416) 394-7515,Public High School,West Humber Collegiate Institute,10,15,16,0,0,41,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.586705392, 43.730922404]}"
37,1130,Red Apple Day Care (Overlea),Non Profit Agency,135 OVERLEA BLVD,M3C 1B3,15,(416) 429-5437,Public High School,Marc Garneau Collegiate Institute,10,10,16,0,0,36,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.3349711654, 43.7089842767]}"
38,1135,Fraser School - Community Day Care Centre,Non Profit Agency,79 MANNING AVE,M6J 2K6,10,(416) 603-7372,Public Elementary School,Charles G. Fraser Public School,0,10,44,26,60,140,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.409483626, 43.648530085]}"
39,1137,Golf Road School Child Care Centre Inc.,Non Profit Agency,730 SCARBOROUGH GOLF CLUB RD,M1G 1H7,24,(416) 289-1061,Public Elementary School,Golf Road Junior Public School,0,10,16,26,30,82,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.21688767, 43.763903609]}"
40,1138,McKee McKids Enrichment Centre,Non Profit Agency,35 CHURCH AVE,M2N 6X6,18,(416) 222-1414,Public Elementary School,McKee Public School,0,0,24,52,90,166,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.411056255, 43.774107859]}"
41,1140,Leaside Day Care Centre,Non Profit Agency,206 LAIRD DR,M4G 3W4,15,(416) 487-5862,Other,,20,35,44,0,0,99,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.364043707, 43.711103192]}"
42,1141,Gold Circle Early Childhood Day Care Centre,Non Profit Agency,25 POYNTER DR,M9R 1K8,2,(416) 241-2000,Public Elementary School,Westway Junior Public School,0,15,24,20,37,96,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.548993308, 43.690822116]}"
43,1148,Park Lawn Preschool,Non Profit Agency,71 BALLACAINE DR,M8Y 4B6,3,(416) 236-2974,Public Elementary School,Park Lawn Junior And Middle School,0,15,24,39,75,153,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.496450189, 43.6377151818]}"
44,1150,Lef - George Harvey Child Care Centre,Non Profit Agency,1700 KEELE ST,M6M 3W5,5,(416) 658-9244,Public High School,George Harvey Collegiate Institute,10,15,16,0,0,41,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.473699191, 43.684546506]}"
45,1157,Children's Circle Of St. Barnabas,Non Profit Agency,361 DANFORTH AVE,M4K 1P1,14,(416) 461-5151x6,Place of Worship,St. Barnabas Anglican Church,10,15,56,26,45,152,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.352328558, 43.677270845]}"
46,1160,Morningside Children's Centre,Commercial Agency,292 MORNINGSIDE AVE,M1E 3E7,24,(416) 282-9956,House,,0,15,16,10,0,41,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.187935453, 43.772154307]}"
47,1167,McNicoll Avenue Child Care Program,Non Profit Agency,155 MCNICOLL AVE,M2H 2C1,17,(416) 499-9743,Public (school closed),McNicoll Avenue Public School,10,15,24,0,0,49,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.358084393, 43.798981667]}"
48,1169,N.Y.A.D. Guildwood,Non Profit Agency,225 LIVINGSTON RD,M1E 1L8,24,(416) 261-6540,Public Elementary School,Guildwood Junior Public School,0,0,16,26,30,72,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.199986677, 43.750821073]}"
49,1174,Bonaventure Child Care Centre,Non Profit Agency,295 DUFFERIN ST,M6K 3G2,10,(416) 588-4318,High Rise Apartment,,10,25,32,0,0,67,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.427304751, 43.640041335]}"
50,1180,Children's Primary Centre,Non Profit Agency,177 BEVERLEY ST,M5T 1Y7,11,(416) 977-1204,Place of Worship,Chinese Presbyterian Church,0,0,24,12,0,36,N,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.394247852, 43.655569189]}"
51,1182,Happy Day Child Care Centre,Commercial Agency,676 JANE ST,M6N 4A7,5,(416) 528-1469,Purpose Built,,0,0,24,12,20,56,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.4927883106, 43.6684582856]}"
52,1190,Abiona Centre For Infant And Early Mental Health Elc Humewood Campus,Non Profit Agency,40 HUMEWOOD DR,M6C 2W4,12,(416) 651-5657x226,House,Humewood House,10,15,0,0,0,25,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.427386594, 43.684175563]}"
53,1192,Nsheemaehn Child Care Centre,Non Profit Agency,1255 MILITARY TRAIL,M1C 1A3,25,(416) 287-7624,Purpose Built,University Of Toronto Scarborough Campus,10,10,32,0,0,52,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.188141955, 43.785651926]}"
54,1193,Childspace Day Care Corporation # 1 (50 Woodmount),Non Profit Agency,50 WOODMOUNT AVE,M4C 3X9,19,(416) 425-7763,Catholic Elementary School,St. Brigid's Catholic School,0,0,0,52,77,129,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.316847385, 43.686816763]}"
55,1194,Royal Day Care Weston Inc,Commercial Agency,1737 WESTON RD,M9N 1V5,5,(416) 249-9115,Purpose Built,Royal Daycare,0,10,40,16,39,105,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.510582113, 43.698647518]}"
56,1196,Rosalie Hall Early Learning And Child Care Centre,Non Profit Agency,3020 LAWRENCE AVE E,M1P 2T7,21,(416) 438-6880x252,Other,,30,25,24,0,0,79,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.2485258383, 43.7556002941]}"
57,1201,Humewood Day Care Centre,Non Profit Agency,15 CHERRYWOOD AVE,M6C 2X4,12,(416) 658-8886,Public Elementary School,Humewood Community School,0,0,32,52,30,114,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.4280237018, 43.6866436809]}"
58,1204,Rexdale Day Nursery,Non Profit Agency,925 ALBION RD,M9V 1A6,1,(416) 743-5057,Community/Rec Centre - City,Thistletown Multi Service Centre,0,0,48,0,25,73,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.562580343, 43.735470478]}"
59,1205,Sandbox Day Care Centre,Commercial Agency,15 ORTON PARK RD,M1G 3G3,24,(416) 431-3327,High Rise Apartment,,0,10,42,12,28,92,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.2054482242, 43.7652112364]}"
60,1207,Humber Bay Child Care Centre,Non Profit Agency,50 CLOVERHILL RD,M8Y 1T3,3,(416) 251-8240,Public Elementary School,Etienne Brule Junior Public School,0,15,24,39,60,138,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.48968445, 43.635618734]}"
61,1211,Humber Child Development Centre,Non Profit Agency,205 HUMBER COLLEGE BLVD,M9W 5L7,1,(416) 675-5057,Community College/University,Humber College Of Applied Arts And Technology,20,30,48,0,0,98,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.606839866, 43.729166545]}"
62,1213,Avenue Road Child Care (1498 Avenue Road),Commercial Agency,1498 AVENUE RD,M5N 2J1,8,(416) 783-2773,Place of Worship,St. Ansgar Church,0,45,48,0,0,93,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.415995188, 43.721960645]}"
63,1216,Lef - Roseland Day Care,Non Profit Agency,990 JANE ST,M6N 4E2,5,(416) 763-0068,Public Elementary School,Roseland Public School,0,10,16,13,30,69,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.4990642754, 43.6812353739]}"
64,1221,Romero Bears Child Care Centre,Non Profit Agency,99 HUMBER BLVD,M6N 2H4,5,(416) 509-0159,Catholic High School,Archbishop Romero Catholic School,0,10,16,0,0,26,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.481017278, 43.680309004]}"
65,1229,Lescon Learners Child Care,Non Profit Agency,34 LESCON RD,M2J 2G6,17,(416) 499-7325,Public Elementary School,Lescon Public School,10,10,24,26,30,100,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.357738981, 43.780829622]}"
66,1231,Childspace Day Care Corporation # 2 (690 Carlaw),Non Profit Agency,690 CARLAW AVE,M4K 3K9,14,(416) 469-0560,Catholic Elementary School,Holy Name Catholic School,0,15,24,26,50,115,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.347284837, 43.677347497]}"
67,1232,Dawes Road Centre For Early Learning,Commercial Agency,391 DAWES RD,M4B 2E6,19,(416) 755-8348x221,Other,,20,20,40,0,0,80,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.296590411, 43.701811908]}"
68,1235,Silverstone Learning Centre,Commercial Agency,520 SILVERSTONE DR,M9V 3L5,1,(416) 741-0414,Public Elementary School,Melody Village Public School,0,10,16,20,30,76,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.594842585, 43.738134746]}"
69,1248,Brock Early Learning Centre,Non Profit Agency,93 MARGUERETTA ST,M6H 3S4,9,(416) 535-3491,Public Elementary School,Brock Avenue Public School,0,15,32,26,60,133,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.437844131, 43.653049691]}"
70,1250,Sunny Faces Day Care Centre - Rivercrest,Non Profit Agency,30 HAREFIELD DR,M9W 4C9,1,(416) 744-0778,Public Elementary School,Rivercrest Public School,0,0,24,26,50,100,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.569517738, 43.729716175]}"
71,1254,Baycrest Child Care Centre,Non Profit Agency,50 AMEER AVE,M6A 2L3,8,(416) 784-1316,Public Elementary School,Baycrest Public School,10,30,48,52,30,170,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.441705401, 43.72869218]}"
72,1255,Campus Community Co-Operative Day Care,Non Profit Agency,370 HURON ST,M5S 2G4,11,(416) 946-0875,Purpose Built,,10,15,24,0,0,49,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.400723993, 43.66458077]}"
73,1266,Network Child Care Services - Just Kids Child Care Centre,Non Profit Agency,1695 KEELE ST,M6M 3W7,5,(416) 530-0722x4037,Place of Worship,York Memorial Church,10,20,32,0,0,62,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.472600901, 43.685143311]}"
74,1267,Plains Road Child Care Inc.,Non Profit Agency,520 PLAINS RD,M4C 2Z1,19,(416) 421-2273,Catholic Elementary School,Canadian Martyrs Catholic School,10,20,32,52,45,159,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.3193418547, 43.69820851]}"
75,1271,J.R. Wilcox Day Care Centre,Non Profit Agency,231 AVA RD,M6C 1X3,12,(416) 656-1781,Public Elementary School,J.R. Wilcox Community School,10,15,24,52,60,161,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.4363085191, 43.6949553843]}"
76,1272,Lef- Silverthorn Early Learning Earth Centre,Non Profit Agency,2700 EGLINTON AVE W,M6M 1V1,5,(416) 653-9702,Office Building,York Civic Centre,10,10,16,0,0,36,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.478412376, 43.689884238]}"
77,1278,Sheppard Square Day Nursery,Commercial Agency,5600 SHEPPARD AVE E,M1B 2L4,23,(416) 292-3607,High Rise Apartment,Apartment Building,10,30,48,0,30,118,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.236341373, 43.795002025]}"
78,1280,Tiny Treasure Montessori,Commercial Agency,627 BURNHAMTHORPE RD,M9C 2Y9,2,(416) 622-6443,Place of Worship,Renforth Baptist Church,0,10,48,12,0,70,N,26DEC25,N,"{""type"": ""Point"", ""coordinates"": [-79.5732025422, 43.6436607437]}"
79,1285,Kingsview Child Care,Commercial Agency,340 DIXON RD,M9R 1T1,1,(416) 249-7601,High Rise Apartment,,20,15,40,0,24,99,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.5538551662, 43.6956175866]}"
80,1287,Terry Tan Child Centre (Bloordale),Non Profit Agency,4258 BLOOR ST W,M9C 1Z7,2,(416) 621-4822,Place of Worship,Bloordale United Church,10,25,32,0,0,67,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.5688556079, 43.6346279603]}"
81,1288,A & A Daycare Centre,Non Profit Agency,3380 MIDLAND AVE,M1V 5B5,22,(416) 298-4489,Other,,20,40,72,0,0,132,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.290343323, 43.809294037]}"
82,1294,Cottingham Child Care Centre,Non Profit Agency,85 BIRCH AVE,M4V 1E3,12,(416) 929-6841,Public Elementary School,Cottingham Public School,0,0,24,26,30,80,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.395609014, 43.680379433]}"
83,1297,West Hill Centre For Early Learning (Centres For Early Learning Inc.),Commercial Agency,4010 LAWRENCE AVE E,M1E 2R4,24,(416) 283-4294x221,High Rise Apartment,,10,15,40,0,0,65,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.198844401, 43.766722961]}"
84,1298,B.F. Toronto Centre For Early Childhood Education,Commercial Agency,45 GOLFDOWN DR,M9W 2H8,1,(416) 746-6542x200,Public Elementary School,The Elms Junior Middle School,0,10,32,26,30,98,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.552113787, 43.722227299]}"
85,1306,Bayview Gardens Day Care Centre,Commercial Agency,3125 BAYVIEW AVE,M2K 1G2,17,(416) 222-9405,Church,Greek Orthodox Community Centre,0,30,44,0,0,74,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.390626833, 43.781607059]}"
86,1309,Tlc - Tender Loving Care (Cross St.),Commercial Agency,44 CROSS ST,M9N 2B9,5,(416) 248-5401,House,,0,10,16,10,24,60,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.525920275, 43.704983252]}"
87,1324,Cedarbrae Day Nursery (1375 Midland),Commercial Agency,1375 MIDLAND AVE,M1P 3B7,21,(416) 751-2358,High Rise Apartment,,20,35,16,0,0,71,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.2636073728, 43.7499873653]}"
88,1328,Donald C. Macdonald Child Care Centre,Non Profit Agency,116 INDUSTRY ST,M6M 4L8,5,(647) 567-5074,Other,York Business Opportunities Centre,10,25,31,0,0,66,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.493091533, 43.694140114]}"
89,1335,Blaydon Community Day Care Centre,Non Profit Agency,25 BLAYDON AVE,M3M 2C9,6,(416) 638-1461,Public Elementary School,Blaydon Public School,0,10,16,26,22,74,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.486256135, 43.735357223]}"
90,1336,Lef - Vaughan Road Infant And Toddler Centre,Non Profit Agency,529 VAUGHAN RD,M6C 2R1,12,(416) 658-1874,Public High School,Vaughan Road Collegiate,10,15,24,0,0,49,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.436702823, 43.691021697]}"
91,1339,Cedarbrae Day Nursery,Commercial Agency,1385 MIDLAND AVE,M1P 3B8,21,(416) 751-0664,High Rise Apartment,,0,0,32,20,45,97,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.2638428764, 43.750636326]}"
92,1340,Central Eglinton Childrens' Centre,Non Profit Agency,223 EGLINTON AVE E,M4P 1L1,12,(416) 440-0383,Public Elementary School,Eglinton Public School,0,15,48,91,120,274,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.390846829, 43.707903743]}"
93,1347,Children Of Tomorrow - John McCrae,Non Profit Agency,431 MCCOWAN RD,M1J 1J1,21,(416) 261-9893,Public Elementary School,John McCrae Public School,0,0,0,52,60,112,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.239886514, 43.744044251]}"
94,1348,Brookhaven Child Care,Non Profit Agency,70 BROOKHAVEN DR,M6M 4N8,5,(416) 249-6587,Public Elementary School,Brookhaven Public School,0,15,24,52,60,151,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.495694403, 43.702506305]}"
95,1350,Terry Tan Child Care (Rossburn) Facility #4450,Non Profit Agency,15 ROSSBURN DR,M9C 2P7,2,(416) 621-9722x201,Public Elementary School,Eatonville Public School,10,10,32,26,30,108,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.566615072, 43.637840779]}"
96,1351,Birchmount Place Centre For Early Learning,Commercial Agency,2360 BIRCHMOUNT RD,M1T 2M4,22,(416) 291-0304x221,High Rise Apartment,,10,15,32,0,24,81,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.2995706265, 43.7829393273]}"
97,1356,Vincent Massey Academy - (521909 Ontario Ltd.),Commercial Agency,68 DAISY AVE,M8W 1S1,3,(416) 252-3304x225,Other,Vincent Massey Academy,0,15,64,0,0,79,Y,26DEC25,N,"{""type"": ""Point"", ""coordinates"": [-79.528339976, 43.597813879]}"
98,1360,Immanuel Child Care Centre,Non Profit Agency,21 CHANNEL NINE CRT,M1S 4B5,23,(416) 293-9361,Place of Worship,Immanuel School Society Of East Toronto,0,30,56,0,0,86,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.257688104, 43.783841891]}"
